timestamp,action,price
2024-06-03,BUY,68809.9
2024-06-06,SELL,70799.06
2024-06-17,BUY,66504.33
2024-07-17,SELL,64087.99
2024-10-03,BUY,60752.71
2024-10-15,SELL,67074.14
2024-12-22,BUY,95186.27
2025-01-06,SELL,102235.6
2025-06-04,BUY,104696.86
2025-07-02,SELL,108849.6
2025-07-31,BUY,115764.08
2025-08-13,SELL,123306.43
