timestamp,open,high,low,close,volume
2010-01-04 00:00:00+00:00,7.622499942779541,7.660714149475098,7.585000038146973,6.424604892730713,493729600
2010-01-05 00:00:00+00:00,7.664286136627197,7.699643135070801,7.6160712242126465,6.435712814331055,601904800
2010-01-06 00:00:00+00:00,7.656428813934326,7.68678617477417,7.526785850524902,6.33334493637085,552160000
2010-01-07 00:00:00+00:00,7.5625,7.5714287757873535,7.466071128845215,6.3216352462768555,477131200
2010-01-08 00:00:00+00:00,7.510714054107666,7.5714287757873535,7.466429233551025,6.363663673400879,447610800
2010-01-11 00:00:00+00:00,7.599999904632568,7.607142925262451,7.444643020629883,6.307527542114258,462229600
2010-01-12 00:00:00+00:00,7.471070766448975,7.491786003112793,7.372142791748047,6.235777854919434,594459600
2010-01-13 00:00:00+00:00,7.423929214477539,7.533214092254639,7.289286136627197,6.323736667633057,605892000
2010-01-14 00:00:00+00:00,7.503929138183594,7.5164289474487305,7.465000152587891,6.287112712860107,432894000
2010-01-15 00:00:00+00:00,7.533214092254639,7.557143211364746,7.352499961853027,6.182043075561523,594067600
2010-01-19 00:00:00+00:00,7.440357208251953,7.685357093811035,7.401429176330566,6.455524921417236,730007600
2010-01-20 00:00:00+00:00,7.675356864929199,7.698214054107666,7.482142925262451,6.356159210205078,612152800
2010-01-21 00:00:00+00:00,7.574285984039307,7.618214130401611,7.400356769561768,6.246285438537598,608154400
2010-01-22 00:00:00+00:00,7.385000228881836,7.410714149475098,7.041429042816162,5.936478614807129,881767600
2010-01-25 00:00:00+00:00,7.232500076293945,7.310713768005371,7.1496429443359375,6.096183776855469,1065699600
2010-01-26 00:00:00+00:00,7.3553571701049805,7.632500171661377,7.235000133514404,6.182341575622559,1867110000
2010-01-27 00:00:00+00:00,7.387499809265137,7.520713806152344,7.126070976257324,6.240581512451172,1722568400
2010-01-28 00:00:00+00:00,7.318929195404053,7.339285850524902,7.096428871154785,5.9827094078063965,1173502400
2010-01-29 00:00:00+00:00,7.181428909301758,7.221428871154785,6.794642925262451,5.765665054321289,1245952400
2010-02-01 00:00:00+00:00,6.870357036590576,7.0,6.8321428298950195,5.845816135406494,749876400
2010-02-02 00:00:00+00:00,6.996786117553711,7.0114288330078125,6.906428813934326,5.8797407150268555,698342400
2010-02-03 00:00:00+00:00,6.9703569412231445,7.150000095367432,6.943571090698242,5.980908393859863,615328000
2010-02-04 00:00:00+00:00,7.026071071624756,7.0846428871154785,6.841785907745361,5.765363693237305,757652000
2010-02-05 00:00:00+00:00,6.879642963409424,7.0,6.816071033477783,5.867731094360352,850306800
2010-02-08 00:00:00+00:00,6.98892879486084,7.067142963409424,6.9285712242126465,5.827506065368652,478270800
2010-02-09 00:00:00+00:00,7.014999866485596,7.0535712242126465,6.955357074737549,5.889647960662842,632886800
2010-02-10 00:00:00+00:00,6.996070861816406,7.021429061889648,6.937857151031494,5.857524871826172,370361600
2010-02-11 00:00:00+00:00,6.960000038146973,7.1339287757873535,6.930714130401611,5.964097499847412,550345600
2010-02-12 00:00:00+00:00,7.075356960296631,7.2014288902282715,6.982142925262451,6.015433311462402,655468800
2010-02-16 00:00:00+00:00,7.2121429443359375,7.2746429443359375,7.197143077850342,6.1060919761657715,543737600
2010-02-17 00:00:00+00:00,7.292500019073486,7.296785831451416,7.1735711097717285,6.0805768966674805,436396800
2010-02-18 00:00:00+00:00,7.201070785522461,7.28178596496582,7.175714015960693,6.091981887817383,422825200
2010-02-19 00:00:00+00:00,7.209286212921143,7.257143020629883,7.182499885559082,6.054157257080078,415469600
2010-02-22 00:00:00+00:00,7.226428985595703,7.232142925262451,7.11392879486084,6.016631603240967,390563600
2010-02-23 00:00:00+00:00,7.142857074737549,7.190357208251953,6.989643096923828,5.915763854980469,575094800
2010-02-24 00:00:00+00:00,7.0796427726745605,7.194285869598389,7.065713882446289,6.023837089538574,460566400
2010-02-25 00:00:00+00:00,7.049285888671875,7.244999885559082,7.03178596496582,6.064064025878906,665126000
2010-02-26 00:00:00+00:00,7.2278571128845215,7.327499866485596,7.214285850524902,6.142716407775879,507460800
2010-03-01 00:00:00+00:00,7.348214149475098,7.482142925262451,7.337500095367432,6.273904800415039,550093600
2010-03-02 00:00:00+00:00,7.497499942779541,7.5296430587768555,7.419285774230957,6.269700527191162,566546400
2010-03-03 00:00:00+00:00,7.4621429443359375,7.495357036590576,7.42642879486084,6.2841105461120605,372052800
2010-03-04 00:00:00+00:00,7.474286079406738,7.5328569412231445,7.451070785522461,6.3255391120910645,366041200
2010-03-05 00:00:00+00:00,7.67642879486084,7.846428871154785,7.6653571128845215,6.572906017303467,899620400
2010-03-08 00:00:00+00:00,7.857500076293945,7.86035680770874,7.794642925262451,6.57680606842041,429889600
2010-03-09 00:00:00+00:00,7.796785831451416,8.035714149475098,7.78178596496582,6.695084095001221,920259200
2010-03-10 00:00:00+00:00,7.993928909301758,8.052857398986816,7.971428871154785,6.749722480773926,596218000
2010-03-11 00:00:00+00:00,7.996786117553711,8.053570747375488,7.975714206695557,6.76953649520874,405700400
2010-03-12 00:00:00+00:00,8.120356559753418,8.133213996887207,8.0625,6.8025593757629395,416323600
